sku,front_image,back_image,card_number,name,set_name,rarity,condition_display,condition_assumption,variant_status,variant_1st_edition,variant_shadowless,variant_unlimited,variant_promo,variant_confidence,variant_note,lp_reference_price,ebay_price,listing_bucket,needs_review,method,first_edition_auto_score,first_edition_auto_template,first_edition_auto_crop
B01-C140,cards/binder_1/card_140_front.jpg,cards/binder_1/card_140_back.jpg,19/102,Dugtrio,HS—Triumphant,Rare,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,vision_full_card_api_validated,,,
B01-C141,cards/binder_1/card_141_front.jpg,cards/binder_1/card_141_back.jpg,66/82,Rattata,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.0204,B01-C032,output/first_edition_review_crops_clean/B01-C141__Team Rocket__66_82__Rattata.jpg
B01-C142,cards/binder_1/card_142_front.jpg,cards/binder_1/card_142_back.jpg,34/62,Golbat,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2642,B01-C032,output/first_edition_review_crops_clean/B01-C142__Fossil__34_62__Golbat.jpg
B01-C143,cards/binder_1/card_143_front.jpg,cards/binder_1/card_143_back.jpg,47/82,Magikarp,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2287,B01-C032,output/first_edition_review_crops_clean/B01-C143__Team Rocket__47_82__Magikarp.jpg
B01-C144,cards/binder_1/card_144_front.jpg,cards/binder_1/card_144_back.jpg,41/82,Dark Muk,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.1741,B01-C032,output/first_edition_review_crops_clean/B01-C144__Team Rocket__41_82__Dark Muk.jpg
B01-C145,cards/binder_1/card_145_front.jpg,cards/binder_1/card_145_back.jpg,53/82,Dratini,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.0092,B01-C110,output/first_edition_review_crops_clean/B01-C145__Team Rocket__53_82__Dratini.jpg
B01-C146,cards/binder_1/card_146_front.jpg,cards/binder_1/card_146_back.jpg,54/62,Shellder,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2205,B01-C032,output/first_edition_review_crops_clean/B01-C146__Fossil__54_62__Shellder.jpg
B01-C147,cards/binder_1/card_147_front.jpg,cards/binder_1/card_147_back.jpg,49/82,Abra,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3578,B01-C032,output/first_edition_review_crops_clean/B01-C147__Team Rocket__49_82__Abra.jpg
B01-C148,cards/binder_1/card_148_front.jpg,cards/binder_1/card_148_back.jpg,35/102,Magikarp,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2870,B01-C057,output/first_edition_review_crops_clean/B01-C148__Base__35_102__Magikarp.jpg
B01-C149,cards/binder_1/card_149_front.jpg,cards/binder_1/card_149_back.jpg,48/82,Porygon,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.0821,B01-C032,output/first_edition_review_crops_clean/B01-C149__Team Rocket__48_82__Porygon.jpg
B01-C150,cards/binder_1/card_150_front.jpg,cards/binder_1/card_150_back.jpg,54/82,Drowzee,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.4543,B01-C057,output/first_edition_review_crops_clean/B01-C150__Team Rocket__54_82__Drowzee.jpg
B01-C151,cards/binder_1/card_151_front.jpg,cards/binder_1/card_151_back.jpg,53/62,Psyduck,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2188,B01-C032,output/first_edition_review_crops_clean/B01-C151__Fossil__53_62__Psyduck.jpg
B01-C152,cards/binder_1/card_152_front.jpg,cards/binder_1/card_152_back.jpg,70/82,Zubat,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3283,B01-C110,output/first_edition_review_crops_clean/B01-C152__Team Rocket__70_82__Zubat.jpg
B01-C153,cards/binder_1/card_153_front.jpg,cards/binder_1/card_153_back.jpg,65/82,Psyduck,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3079,B01-C057,output/first_edition_review_crops_clean/B01-C153__Team Rocket__65_82__Psyduck.jpg
B01-C154,cards/binder_1/card_154_front.jpg,cards/binder_1/card_154_back.jpg,31/102,Jynx,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.4051,B01-C110,output/first_edition_review_crops_clean/B01-C154__Base__31_102__Jynx.jpg
B01-C155,cards/binder_1/card_155_front.jpg,cards/binder_1/card_155_back.jpg,53/64,Goldeen,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2738,B01-C110,output/first_edition_review_crops_clean/B01-C155__Jungle__53_64__Goldeen.jpg
B01-C156,cards/binder_1/card_156_front.jpg,cards/binder_1/card_156_back.jpg,57/62,Zubat,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2522,B01-C032,output/first_edition_review_crops_clean/B01-C156__Fossil__57_62__Zubat.jpg
B01-C157,cards/binder_1/card_157_front.jpg,cards/binder_1/card_157_back.jpg,48/62,Grimer,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3518,B01-C032,output/first_edition_review_crops_clean/B01-C157__Fossil__48_62__Grimer.jpg
B01-C158,cards/binder_1/card_158_front.jpg,cards/binder_1/card_158_back.jpg,51/64,Eevee,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.0884,B01-C032,output/first_edition_review_crops_clean/B01-C158__Jungle__51_64__Eevee.jpg
B01-C159,cards/binder_1/card_159_front.jpg,cards/binder_1/card_159_back.jpg,59/102,Poliwag,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2749,B01-C057,output/first_edition_review_crops_clean/B01-C159__Base__59_102__Poliwag.jpg
B01-C160,cards/binder_1/card_160_front.jpg,cards/binder_1/card_160_back.jpg,52/82,Diglett,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2426,B01-C032,output/first_edition_review_crops_clean/B01-C160__Team Rocket__52_82__Diglett.jpg
B01-C161,cards/binder_1/card_161_front.jpg,cards/binder_1/card_161_back.jpg,57/64,Nidoran ♀,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.2694,B01-C110,output/first_edition_review_crops_clean/B01-C161__Jungle__57_64__Nidoran _.jpg
B01-C162,cards/binder_1/card_162_front.jpg,cards/binder_1/card_162_back.jpg,56/82,Ekans,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3888,B01-C057,output/first_edition_review_crops_clean/B01-C162__Team Rocket__56_82__Ekans.jpg
B01-C163,cards/binder_1/card_163_front.jpg,cards/binder_1/card_163_back.jpg,47/62,Geodude,Fossil,Common,LP/MP,MP,first_edition_confirmed,YES,NOT_APPLICABLE,NO,NO,HIGH,Confirmed from top-100 first-edition review PDF; first 16 rows only.,,,,NO,vision_full_card_api_validated,0.6106,B01-C032,output/first_edition_review_crops_clean/B01-C163__Fossil__47_62__Geodude.jpg
B01-C164,cards/binder_1/card_164_front.jpg,cards/binder_1/card_164_back.jpg,47/102,Diglett,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2411,B01-C032,output/first_edition_review_crops_clean/B01-C164__Base__47_102__Diglett.jpg
B01-C165,cards/binder_1/card_165_front.jpg,cards/binder_1/card_165_back.jpg,53/82,Dratini,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.0614,B01-C057,output/first_edition_review_crops_clean/B01-C165__Team Rocket__53_82__Dratini.jpg
B01-C166,cards/binder_1/card_166_front.jpg,cards/binder_1/card_166_back.jpg,56/102,Onix,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.3163,B01-C057,output/first_edition_review_crops_clean/B01-C166__Base__56_102__Onix.jpg
B01-C167,cards/binder_1/card_167_front.jpg,cards/binder_1/card_167_back.jpg,61/64,Rhyhorn,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3909,B01-C110,output/first_edition_review_crops_clean/B01-C167__Jungle__61_64__Rhyhorn.jpg
B01-C168,cards/binder_1/card_168_front.jpg,cards/binder_1/card_168_back.jpg,39/62,Magmar,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3789,B01-C110,output/first_edition_review_crops_clean/B01-C168__Fossil__39_62__Magmar.jpg
B01-C169,cards/binder_1/card_169_front.jpg,cards/binder_1/card_169_back.jpg,41/62,Sandslash,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2590,B01-C032,output/first_edition_review_crops_clean/B01-C169__Fossil__41_62__Sandslash.jpg
B01-C170,cards/binder_1/card_170_front.jpg,cards/binder_1/card_170_back.jpg,62/102,Sandshrew,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.1834,B01-C032,output/first_edition_review_crops_clean/B01-C170__Base__62_102__Sandshrew.jpg
B01-C171,cards/binder_1/card_171_front.jpg,cards/binder_1/card_171_back.jpg,52/64,Exeggcute,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2329,B01-C032,output/first_edition_review_crops_clean/B01-C171__Jungle__52_64__Exeggcute.jpg
B01-C172,cards/binder_1/card_172_front.jpg,cards/binder_1/card_172_back.jpg,61/102,Rattata,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,-0.0267,B01-C110,output/first_edition_review_crops_clean/B01-C172__Base__61_102__Rattata.jpg
B01-C173,cards/binder_1/card_173_front.jpg,cards/binder_1/card_173_back.jpg,57/64,Nidoran ♀,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.3557,B01-C057,output/first_edition_review_crops_clean/B01-C173__Jungle__57_64__Nidoran _.jpg
B01-C174,cards/binder_1/card_174_front.jpg,cards/binder_1/card_174_back.jpg,46/62,Ekans,Fossil,Common,LP/MP,MP,first_edition_confirmed,YES,NOT_APPLICABLE,NO,NO,HIGH,Confirmed from top-100 first-edition review PDF; first 16 rows only.,,,,NO,vision_full_card_api_validated,0.6177,B01-C110,output/first_edition_review_crops_clean/B01-C174__Fossil__46_62__Ekans.jpg
B01-C175,cards/binder_1/card_175_front.jpg,cards/binder_1/card_175_back.jpg,41/64,Parasect,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3394,B01-C057,output/first_edition_review_crops_clean/B01-C175__Jungle__41_64__Parasect.jpg
B01-C176,cards/binder_1/card_176_front.jpg,cards/binder_1/card_176_back.jpg,39/62,Magmar,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3836,B01-C032,output/first_edition_review_crops_clean/B01-C176__Fossil__39_62__Magmar.jpg
B01-C177,cards/binder_1/card_177_front.jpg,cards/binder_1/card_177_back.jpg,49/64,Bellsprout,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_from_saved_vision_or_visual_confirmation,0.2696,B01-C032,output/first_edition_review_crops_clean/B01-C177__Jungle__49_64__Bellsprout.jpg
B01-C178,cards/binder_1/card_178_front.jpg,cards/binder_1/card_178_back.jpg,52/82,Diglett,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3108,B01-C057,output/first_edition_review_crops_clean/B01-C178__Team Rocket__52_82__Diglett.jpg
B01-C179,cards/binder_1/card_179_front.jpg,cards/binder_1/card_179_back.jpg,56/64,Meowth,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.0267,B01-C032,output/first_edition_review_crops_clean/B01-C179__Jungle__56_64__Meowth.jpg
B01-C180,cards/binder_1/card_180_front.jpg,cards/binder_1/card_180_back.jpg,59/82,Machop,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2574,B01-C057,output/first_edition_review_crops_clean/B01-C180__Team Rocket__59_82__Machop.jpg
B01-C181,cards/binder_1/card_181_front.jpg,cards/binder_1/card_181_back.jpg,33/62,Gastly,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.4003,B01-C057,output/first_edition_review_crops_clean/B01-C181__Fossil__33_62__Gastly.jpg
B01-C182,cards/binder_1/card_182_front.jpg,cards/binder_1/card_182_back.jpg,52/64,Exeggcute,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3289,B01-C057,output/first_edition_review_crops_clean/B01-C182__Jungle__52_64__Exeggcute.jpg
B01-C183,cards/binder_1/card_183_front.jpg,cards/binder_1/card_183_back.jpg,37/102,Nidorino,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2031,B01-C057,output/first_edition_review_crops_clean/B01-C183__Base__37_102__Nidorino.jpg
B01-C184,cards/binder_1/card_184_front.jpg,cards/binder_1/card_184_back.jpg,48/62,Grimer,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3124,B01-C032,output/first_edition_review_crops_clean/B01-C184__Fossil__48_62__Grimer.jpg
B01-C185,cards/binder_1/card_185_front.jpg,cards/binder_1/card_185_back.jpg,39/64,Marowak,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3409,B01-C032,output/first_edition_review_crops_clean/B01-C185__Jungle__39_64__Marowak.jpg
B01-C186,cards/binder_1/card_186_front.jpg,cards/binder_1/card_186_back.jpg,56/64,Meowth,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.1098,B01-C110,output/first_edition_review_crops_clean/B01-C186__Jungle__56_64__Meowth.jpg
B01-C187,cards/binder_1/card_187_front.jpg,cards/binder_1/card_187_back.jpg,32/62,Cloyster,Fossil,Uncommon,LP/MP,MP,first_edition_confirmed,YES,NOT_APPLICABLE,NO,NO,HIGH,Confirmed from top-100 first-edition review PDF; first 16 rows only.,,,,NO,vision_full_card_api_validated,0.7430,B01-C110,output/first_edition_review_crops_clean/B01-C187__Fossil__32_62__Cloyster.jpg
B01-C188,cards/binder_1/card_188_front.jpg,cards/binder_1/card_188_back.jpg,56/62,Tentacool,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2001,B01-C032,output/first_edition_review_crops_clean/B01-C188__Fossil__56_62__Tentacool.jpg
B01-C189,cards/binder_1/card_189_front.jpg,cards/binder_1/card_189_back.jpg,56/64,Meowth,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.0392,B01-C032,output/first_edition_review_crops_clean/B01-C189__Jungle__56_64__Meowth.jpg
B01-C190,cards/binder_1/card_190_front.jpg,cards/binder_1/card_190_back.jpg,57/62,Zubat,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3477,B01-C032,output/first_edition_review_crops_clean/B01-C190__Fossil__57_62__Zubat.jpg
B01-C191,cards/binder_1/card_191_front.jpg,cards/binder_1/card_191_back.jpg,56/102,Onix,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.1364,B01-C032,output/first_edition_review_crops_clean/B01-C191__Base__56_102__Onix.jpg
B01-C192,cards/binder_1/card_192_front.jpg,cards/binder_1/card_192_back.jpg,48/62,Grimer,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3037,B01-C057,output/first_edition_review_crops_clean/B01-C192__Fossil__48_62__Grimer.jpg
B01-C193,cards/binder_1/card_193_front.jpg,cards/binder_1/card_193_back.jpg,37/102,Nidorino,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.3000,B01-C110,output/first_edition_review_crops_clean/B01-C193__Base__37_102__Nidorino.jpg
B01-C194,cards/binder_1/card_194_front.jpg,cards/binder_1/card_194_back.jpg,20/102,Electabuzz,Base,Rare,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,-0.3195,B01-C032,output/first_edition_review_crops_clean/B01-C194__Base__20_102__Electabuzz.jpg
B01-C195,cards/binder_1/card_195_front.jpg,cards/binder_1/card_195_back.jpg,50/62,Kabuto,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3213,B01-C057,output/first_edition_review_crops_clean/B01-C195__Fossil__50_62__Kabuto.jpg
B01-C196,cards/binder_1/card_196_front.jpg,cards/binder_1/card_196_back.jpg,51/64,Eevee,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.1248,B01-C032,output/first_edition_review_crops_clean/B01-C196__Jungle__51_64__Eevee.jpg
B01-C197,cards/binder_1/card_197_front.jpg,cards/binder_1/card_197_back.jpg,71/130,Diglett,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,vision_full_card_api_validated,,,
B01-C198,cards/binder_1/card_198_front.jpg,cards/binder_1/card_198_back.jpg,53/64,Goldeen,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2071,B01-C032,output/first_edition_review_crops_clean/B01-C198__Jungle__53_64__Goldeen.jpg
B01-C199,cards/binder_1/card_199_front.jpg,cards/binder_1/card_199_back.jpg,59/62,Energy Search,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.2766,B01-C057,output/first_edition_review_crops_clean/B01-C199__Fossil__59_62__Energy Search.jpg
B01-C200,cards/binder_1/card_200_front.jpg,cards/binder_1/card_200_back.jpg,88/102,Professor Oak,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.2521,B01-C057,output/first_edition_review_crops_clean/B01-C200__Base__88_102__Professor Oak.jpg
B01-C201,cards/binder_1/card_201_front.jpg,cards/binder_1/card_201_back.jpg,58/62,Mr. Fuji,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.2576,B01-C057,output/first_edition_review_crops_clean/B01-C201__Fossil__58_62__Mr. Fuji.jpg
B01-C202,cards/binder_1/card_202_front.jpg,cards/binder_1/card_202_back.jpg,59/62,Energy Search,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.2839,B01-C057,output/first_edition_review_crops_clean/B01-C202__Fossil__59_62__Energy Search.jpg
B01-C203,cards/binder_1/card_203_front.jpg,cards/binder_1/card_203_back.jpg,80/102,Defender,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.2672,B01-C032,output/first_edition_review_crops_clean/B01-C203__Base__80_102__Defender.jpg
B01-C204,cards/binder_1/card_204_front.jpg,cards/binder_1/card_204_back.jpg,61/62,Recycle,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.2413,B01-C032,output/first_edition_review_crops_clean/B01-C204__Fossil__61_62__Recycle.jpg
B01-C205,cards/binder_1/card_205_front.jpg,cards/binder_1/card_205_back.jpg,57/64,Nidoran♀,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_from_saved_vision_or_visual_confirmation,0.2880,B01-C032,output/first_edition_review_crops_clean/B01-C205__Jungle__57_64__Nidoran_.jpg
B01-C206,cards/binder_1/card_206_front.jpg,cards/binder_1/card_206_back.jpg,53/64,Goldeen,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.1807,B01-C032,output/first_edition_review_crops_clean/B01-C206__Jungle__53_64__Goldeen.jpg
B01-C207,cards/binder_1/card_207_front.jpg,cards/binder_1/card_207_back.jpg,48/62,Grimer,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2864,B01-C032,output/first_edition_review_crops_clean/B01-C207__Fossil__48_62__Grimer.jpg
B01-C208,cards/binder_1/card_208_front.jpg,cards/binder_1/card_208_back.jpg,73/102,Impostor Professor Oak,Base,Rare,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.2389,B01-C032,output/first_edition_review_crops_clean/B01-C208__Base__73_102__Impostor Professor Oak.jpg
