sku,front_image,back_image,card_number,name,set_name,rarity,condition_display,condition_assumption,variant_status,variant_1st_edition,variant_shadowless,variant_unlimited,variant_promo,variant_confidence,variant_note,lp_reference_price,ebay_price,listing_bucket,needs_review,method,first_edition_auto_score,first_edition_auto_template,first_edition_auto_crop,pricing_variant,pricing_search_query,tcgplayer_market_price,tcg_reference_note,ebay_sold_low,ebay_sold_mid,ebay_sold_high,chosen_price,pricing_notes,listing_title,listing_description,comp_titles,comp_prices
B01-C213,cards/binder_1/card_213_front.jpg,cards/binder_1/card_213_back.jpg,91/102,Bill,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,fixed_by_card_number_api,0.2353,B01-C032,output/first_edition_review_crops_clean/B01-C213__Base__91_102__Bill.jpg,Unlimited,Pokemon Bill 91/102 Base Unlimited MP,0.39,TCGPLAYER_MARKET,,,,0.27,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Bill 91/102 Base LP/MP,"Bill 91/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C214,cards/binder_1/card_214_front.jpg,cards/binder_1/card_214_back.jpg,92/102,Energy Removal,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,fixed_by_card_number_api,0.2811,B01-C057,output/first_edition_review_crops_clean/B01-C214__Base__92_102__Energy Removal.jpg,Unlimited,Pokemon Energy Removal 92/102 Base Unlimited MP,0.50,TCGPLAYER_MARKET,,,,0.35,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Energy Removal 92/102 Base LP/MP,"Energy Removal 92/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C215,cards/binder_1/card_215_front.jpg,cards/binder_1/card_215_back.jpg,94/102,Potion,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,fixed_by_card_number_api,0.3519,B01-C057,output/first_edition_review_crops_clean/B01-C215__Base__94_102__Potion.jpg,Unlimited,Pokemon Potion 94/102 Base Unlimited MP,0.32,TCGPLAYER_MARKET,,,,0.22,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Potion 94/102 Base LP/MP,"Potion 94/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C216,cards/binder_1/card_216_front.jpg,cards/binder_1/card_216_back.jpg,93/102,Gust of Wind,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,fixed_by_card_number_api,0.2331,B01-C032,output/first_edition_review_crops_clean/B01-C216__Base__93_102__Gust of Wind.jpg,Unlimited,Pokemon Gust of Wind 93/102 Base Unlimited MP,0.34,TCGPLAYER_MARKET,,,,0.24,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Gust of Wind 93/102 Base LP/MP,"Gust of Wind 93/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C217,cards/binder_1/card_217_front.jpg,cards/binder_1/card_217_back.jpg,59/62,Energy Search,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,fixed_by_card_number_api,0.3278,B01-C032,output/first_edition_review_crops_clean/B01-C217__Fossil__59_62__Energy Search.jpg,Unlimited,Pokemon Energy Search 59/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Energy Search 59/62 Fossil LP/MP,"Energy Search 59/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C218,cards/binder_1/card_218_front.jpg,cards/binder_1/card_218_back.jpg,94/102,Potion,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,fixed_by_card_number_api,0.1878,B01-C032,output/first_edition_review_crops_clean/B01-C218__Base__94_102__Potion.jpg,Unlimited,Pokemon Potion 94/102 Base Unlimited MP,0.32,TCGPLAYER_MARKET,,,,0.22,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Potion 94/102 Base LP/MP,"Potion 94/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C219,cards/binder_1/card_219_front.jpg,cards/binder_1/card_219_back.jpg,94/102,Potion,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,fixed_by_card_number_api,0.2610,B01-C032,output/first_edition_review_crops_clean/B01-C219__Base__94_102__Potion.jpg,Unlimited,Pokemon Potion 94/102 Base Unlimited MP,0.32,TCGPLAYER_MARKET,,,,0.22,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Potion 94/102 Base LP/MP,"Potion 94/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C220,cards/binder_1/card_220_front.jpg,cards/binder_1/card_220_back.jpg,118/130,Bill,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,bulk,NO,fixed_by_card_number_api,,,,Unlimited,Pokemon Bill 118/130 Base Set 2 Unlimited MP,0.27,TCGPLAYER_MARKET,,,,0.19,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Bill 118/130 Base Set 2 LP/MP,"Bill 118/130 from Base Set 2.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C221,cards/binder_1/card_221_front.jpg,cards/binder_1/card_221_back.jpg,93/102,Gust of Wind,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,fixed_by_card_number_api,0.3090,B01-C057,output/first_edition_review_crops_clean/B01-C221__Base__93_102__Gust of Wind.jpg,Unlimited,Pokemon Gust of Wind 93/102 Base Unlimited MP,0.34,TCGPLAYER_MARKET,,,,0.24,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Gust of Wind 93/102 Base LP/MP,"Gust of Wind 93/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C222,cards/binder_1/card_222_front.jpg,cards/binder_1/card_222_back.jpg,91/111,Bill's Teleporter,Neo Genesis,Uncommon,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,bulk,NO,fixed_from_saved_vision_or_visual_confirmation,,,,Unlimited,Pokemon Bill's Teleporter 91/111 Neo Genesis Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Bill's Teleporter 91/111 Neo Genesis LP/MP,"Bill's Teleporter 91/111 from Neo Genesis.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C223,cards/binder_1/card_223_front.jpg,cards/binder_1/card_223_back.jpg,79/82,Sleep!,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,fixed_by_card_number_api,0.2421,B01-C032,output/first_edition_review_crops_clean/B01-C223__Team Rocket__79_82__Sleep_.jpg,Unlimited,Pokemon Sleep! 79/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Sleep! 79/82 Team Rocket LP/MP,"Sleep! 79/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C224,cards/binder_1/card_224_front.jpg,cards/binder_1/card_224_back.jpg,93/102,Gust of Wind,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,fixed_by_card_number_api,0.3299,B01-C032,output/first_edition_review_crops_clean/B01-C224__Base__93_102__Gust of Wind.jpg,Unlimited,Pokemon Gust of Wind 93/102 Base Unlimited MP,0.34,TCGPLAYER_MARKET,,,,0.24,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Gust of Wind 93/102 Base LP/MP,"Gust of Wind 93/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B01-C225,cards/binder_1/card_225_front.jpg,cards/binder_1/card_225_back.jpg,86/102,Pokémon Flute,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,small_lot_or_single,NO,fixed_by_card_number_api,0.2595,B01-C057,output/first_edition_review_crops_clean/B01-C225__Base__86_102__Pokémon Flute.jpg,Unlimited,Pokemon Pokémon Flute 86/102 Base Unlimited MP,3.54,TCGPLAYER_MARKET,,,,2.48,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Pokémon Flute 86/102 Base LP/MP,"Pokémon Flute 86/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C001,cards/binder_2/card_1_front.jpg,cards/binder_2/card_1_back.jpg,43/102,Abra,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.3723,B01-C057,output/first_edition_review_crops_clean/B02-C001__Base__43_102__Abra.jpg,Unlimited,Pokemon Abra 43/102 Base Unlimited MP,1.52,TCGPLAYER_MARKET,,,,1.06,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Abra 43/102 Base LP/MP,"Abra 43/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C002,cards/binder_2/card_2_front.jpg,cards/binder_2/card_2_back.jpg,65/82,Psyduck,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3930,B01-C057,output/first_edition_review_crops_clean/B02-C002__Team Rocket__65_82__Psyduck.jpg,Unlimited,Pokemon Psyduck 65/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Psyduck 65/82 Team Rocket LP/MP,"Psyduck 65/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C003,cards/binder_2/card_3_front.jpg,cards/binder_2/card_3_back.jpg,52/82,Diglett,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2554,B01-C057,output/first_edition_review_crops_clean/B02-C003__Team Rocket__52_82__Diglett.jpg,Unlimited,Pokemon Diglett 52/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Diglett 52/82 Team Rocket LP/MP,"Diglett 52/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C004,cards/binder_2/card_4_front.jpg,cards/binder_2/card_4_back.jpg,54/64,Jigglypuff,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,-0.4540,B01-C110,output/first_edition_review_crops_clean/B02-C004__Jungle__54_64__Jigglypuff.jpg,Unlimited,Pokemon Jigglypuff 54/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Jigglypuff 54/64 Jungle LP/MP,"Jigglypuff 54/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C005,cards/binder_2/card_5_front.jpg,cards/binder_2/card_5_back.jpg,42/64,Persian,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,-0.4393,B01-C057,output/first_edition_review_crops_clean/B02-C005__Jungle__42_64__Persian.jpg,Unlimited,Pokemon Persian 42/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Persian 42/64 Jungle LP/MP,"Persian 42/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C006,cards/binder_2/card_6_front.jpg,cards/binder_2/card_6_back.jpg,62/64,Spearow,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,-0.3846,B01-C032,output/first_edition_review_crops_clean/B02-C006__Jungle__62_64__Spearow.jpg,Unlimited,Pokemon Spearow 62/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Spearow 62/64 Jungle LP/MP,"Spearow 62/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C007,cards/binder_2/card_7_front.jpg,cards/binder_2/card_7_back.jpg,32/102,Kadabra,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.2267,B01-C032,output/first_edition_review_crops_clean/B02-C007__Base__32_102__Kadabra.jpg,Unlimited,Pokemon Kadabra 32/102 Base Unlimited MP,1.85,TCGPLAYER_MARKET,,,,1.29,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Kadabra 32/102 Base LP/MP,"Kadabra 32/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C008,cards/binder_2/card_8_front.jpg,cards/binder_2/card_8_back.jpg,35/102,Magikarp,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,small_lot_or_single,NO,vision_full_card_api_validated,0.3658,B01-C057,output/first_edition_review_crops_clean/B02-C008__Base__35_102__Magikarp.jpg,Unlimited,Pokemon Magikarp 35/102 Base Unlimited MP,3.86,TCGPLAYER_MARKET,,,,2.70,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Magikarp 35/102 Base LP/MP,"Magikarp 35/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C009,cards/binder_2/card_9_front.jpg,cards/binder_2/card_9_back.jpg,36/62,Golem,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2482,B01-C057,output/first_edition_review_crops_clean/B02-C009__Fossil__36_62__Golem.jpg,Unlimited,Pokemon Golem 36/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Golem 36/62 Fossil LP/MP,"Golem 36/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C010,cards/binder_2/card_10_front.jpg,cards/binder_2/card_10_back.jpg,35/64,Exeggutor,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2204,B01-C110,output/first_edition_review_crops_clean/B02-C010__Jungle__35_64__Exeggutor.jpg,Unlimited,Pokemon Exeggutor 35/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Exeggutor 35/64 Jungle LP/MP,"Exeggutor 35/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C011,cards/binder_2/card_11_front.jpg,cards/binder_2/card_11_back.jpg,40/62,Omastar,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2965,B01-C057,output/first_edition_review_crops_clean/B02-C011__Fossil__40_62__Omastar.jpg,Unlimited,Pokemon Omastar 40/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Omastar 40/62 Fossil LP/MP,"Omastar 40/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C012,cards/binder_2/card_12_front.jpg,cards/binder_2/card_12_back.jpg,50/62,Kabuto,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.1195,B01-C032,output/first_edition_review_crops_clean/B02-C012__Fossil__50_62__Kabuto.jpg,Unlimited,Pokemon Kabuto 50/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Kabuto 50/62 Fossil LP/MP,"Kabuto 50/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C013,cards/binder_2/card_13_front.jpg,cards/binder_2/card_13_back.jpg,17/102,Beedrill,Base,Rare,LP/MP,MP,base_shadowless_confirmed,NO,YES,NO,NO,HIGH,Manually confirmed Base Shadowless: no right-side artwork shadow.,,,single,NO,fixed_from_saved_vision_or_visual_confirmation,0.2551,B01-C032,output/first_edition_review_crops_clean/B02-C013__Base__17_102__Beedrill.jpg,Shadowless,Pokemon Beedrill 17/102 Base Shadowless MP,,,9.18,16.63,18.54,16.63,APIFY_SOLD_COMPS_PRIORITY_CARD,Pokemon Beedrill 17/102 Base Shadowless LP/MP,"Beedrill 17/102 from Base.
Variant: Shadowless.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",BEEDRILL - 17/102 - BASE SET UNLIMITED - - HP || Pokémon TCG - Beedrill 17/102 - Rare Unlimited - Base Set Unlimited LP || Pokémon Beedrill 017/102 Base Set Regular MP || 1999 Pokemon Base Set: Choose Your Card! All Cards Available - 100% Authentic || Beedrill - 17/102 - Pokemon Base Set Unlimited Rare Card || TCG POKEMON BEEDRILL BASE SET 17/102 || ✰ BEEDRILL 17/102 RARE BASE SET UNLIMITED POKEMON ✰ HP || Pokémon TCG - Beedrill 17/102 - Rare Unlimited - Base Set Unlimited [Light Play] || Beedrill 17/102 - Base Set (MP) || Beedrill 17/102 R Base Set Unlimited MP,9.18 | 13.81 | 14.83 | 18.07 | 18.07 | 18.44 | 18.44 | 18.44 | 18.44 | 18.54
B02-C014,cards/binder_2/card_14_front.jpg,cards/binder_2/card_14_back.jpg,90/130,Rhyhorn,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,bulk,NO,vision_full_card_api_validated,,,,Unlimited,Pokemon Rhyhorn 90/130 Base Set 2 Unlimited MP,0.64,TCGPLAYER_MARKET,,,,0.45,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Rhyhorn 90/130 Base Set 2 LP/MP,"Rhyhorn 90/130 from Base Set 2.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C015,cards/binder_2/card_15_front.jpg,cards/binder_2/card_15_back.jpg,32/82,Dark Charmeleon,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,fixed_by_card_number_api,0.1406,B01-C032,output/first_edition_review_crops_clean/B02-C015__Team Rocket__32_82__Dark Charmeleon.jpg,Unlimited,Pokemon Dark Charmeleon 32/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Dark Charmeleon 32/82 Team Rocket LP/MP,"Dark Charmeleon 32/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C016,cards/binder_2/card_16_front.jpg,cards/binder_2/card_16_back.jpg,41/64,Parasect,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2730,B01-C032,output/first_edition_review_crops_clean/B02-C016__Jungle__41_64__Parasect.jpg,Unlimited,Pokemon Parasect 41/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Parasect 41/64 Jungle LP/MP,"Parasect 41/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C017,cards/binder_2/card_17_front.jpg,cards/binder_2/card_17_back.jpg,42/62,Seadra,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2603,B01-C032,output/first_edition_review_crops_clean/B02-C017__Fossil__42_62__Seadra.jpg,Unlimited,Pokemon Seadra 42/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Seadra 42/62 Fossil LP/MP,"Seadra 42/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C018,cards/binder_2/card_18_front.jpg,cards/binder_2/card_18_back.jpg,52/62,Omanyte,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2090,B01-C032,output/first_edition_review_crops_clean/B02-C018__Fossil__52_62__Omanyte.jpg,Unlimited,Pokemon Omanyte 52/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Omanyte 52/62 Fossil LP/MP,"Omanyte 52/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C019,cards/binder_2/card_19_front.jpg,cards/binder_2/card_19_back.jpg,48/62,Grimer,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3350,B01-C057,output/first_edition_review_crops_clean/B02-C019__Fossil__48_62__Grimer.jpg,Unlimited,Pokemon Grimer 48/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Grimer 48/62 Fossil LP/MP,"Grimer 48/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C020,cards/binder_2/card_20_front.jpg,cards/binder_2/card_20_back.jpg,49/64,Bellsprout,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.1961,B01-C110,output/first_edition_review_crops_clean/B02-C020__Jungle__49_64__Bellsprout.jpg,Unlimited,Pokemon Bellsprout 49/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Bellsprout 49/64 Jungle LP/MP,"Bellsprout 49/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C021,cards/binder_2/card_21_front.jpg,cards/binder_2/card_21_back.jpg,76/130,Goldeen,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,bulk,NO,vision_full_card_api_validated,,,,Unlimited,Pokemon Goldeen 76/130 Base Set 2 Unlimited MP,0.49,TCGPLAYER_MARKET,,,,0.34,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Goldeen 76/130 Base Set 2 LP/MP,"Goldeen 76/130 from Base Set 2.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C022,cards/binder_2/card_22_front.jpg,cards/binder_2/card_22_back.jpg,43/102,Abra,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.3585,B01-C057,output/first_edition_review_crops_clean/B02-C022__Base__43_102__Abra.jpg,Unlimited,Pokemon Abra 43/102 Base Unlimited MP,1.52,TCGPLAYER_MARKET,,,,1.06,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Abra 43/102 Base LP/MP,"Abra 43/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C023,cards/binder_2/card_23_front.jpg,cards/binder_2/card_23_back.jpg,56/64,Meowth,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,-0.4065,B01-C032,output/first_edition_review_crops_clean/B02-C023__Jungle__56_64__Meowth.jpg,Unlimited,Pokemon Meowth 56/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Meowth 56/64 Jungle LP/MP,"Meowth 56/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
